customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
5660-2164,Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Credit card (automatic),81.18,611.3,Yes
5661-2997,Female,0,Yes,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),25.53,1705.11,No
5662-8743,Male,0,Yes,No,59,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),76.75,4485.21,No
5663-5060,Female,0,No,No,40,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,82.23,3195.67,No
5664-5919,Female,0,Yes,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),81.22,1831.13,No
5665-5164,Male,0,No,Yes,51,Yes,No,DSL,No,No,Yes,No,No,No,Two year,Yes,Electronic check,64.74,3283.44,No
5666-2819,Female,0,Yes,No,44,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,67.35,2922.69,No
5667-8436,Male,0,No,Yes,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),33.22,1942.65,No
5668-7823,Female,0,Yes,Yes,47,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Electronic check,86.82,4061.75,No
5669-7153,Female,0,No,Yes,60,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,65.81,4119.14,No
5670-4178,Female,0,Yes,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),29.67,2131.38,No
5671-6787,Female,0,Yes,No,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),33.3,1747.32,No
5672-9578,Male,0,No,No,23,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),87.63,2023.33,No
5673-6847,Female,0,No,Yes,65,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,No,Mailed check,74.42,4954.11,No
5674-5447,Male,0,No,No,60,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,65.86,4037.61,No
5675-3433,Male,0,No,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),29.1,955.98,No
5676-5704,Female,0,No,Yes,4,Yes,Yes,DSL,No,No,No,No,No,No,Two year,No,Electronic check,54.08,109.25,No
5677-4345,Male,0,No,No,69,Yes,No,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Mailed check,56.35,3883.37,No
5678-6500,Female,0,Yes,No,39,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),65.66,2776.99,No
5679-1410,Female,0,No,No,29,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),86.14,2515.05,No
5680-2711,Male,1,Yes,No,44,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,87.89,3961.78,No
5681-8081,Male,0,Yes,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,32.22,135.02,No
5682-4426,Male,0,No,No,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),24.67,1480.04,No
5683-4896,Female,1,Yes,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,24.88,353.28,No
5684-5894,Female,0,Yes,Yes,18,Yes,Yes,DSL,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,71.29,1225.64,No
5685-4943,Male,0,Yes,No,40,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,95.27,3859.12,No
5686-7826,Male,0,No,Yes,48,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,103.14,4903.07,No
5687-3207,Male,1,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),28.4,116.4,No
5688-7825,Female,0,Yes,Yes,42,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),88.62,3808.37,Yes
5689-2884,Male,0,Yes,Yes,11,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Two year,Yes,Electronic check,58.08,756.21,No
5690-4334,Female,1,Yes,No,69,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),88.72,6098.41,No
5691-6289,Female,0,Yes,Yes,27,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,No,Credit card (automatic),83.29,2342.34,No
5692-8972,Female,1,Yes,No,35,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),91.69,3166.76,No
5693-3092,Female,0,Yes,No,45,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Electronic check,82.59,3805.99,No
5694-6285,Male,1,No,No,11,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,No,Mailed check,75.41,865.48,No
5695-1577,Female,0,No,No,12,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),78.56,952.85,Yes
5696-1678,Male,0,Yes,Yes,70,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),39.52,2859.94,No
5697-7906,Female,1,Yes,No,41,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),113.16,4570.66,No
5698-7469,Male,0,Yes,No,16,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),77.41,1246.55,No
5699-4387,Female,0,Yes,Yes,48,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),67.94,3325.85,No
5700-6606,Female,0,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,83.12,5274.36,No
5701-4421,Female,1,No,No,55,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,67.79,3681.94,No
5702-3494,Male,0,No,No,29,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,No,Mailed check,92.2,2642.71,No
5703-4881,Female,1,Yes,Yes,48,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,No,Credit card (automatic),87.31,4098.6,No
5704-3806,Male,0,Yes,Yes,65,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,92.46,5986.18,No
5705-8334,Male,0,No,Yes,18,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Mailed check,65.93,1323.36,No
5706-4704,Female,0,No,Yes,57,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Two year,No,Electronic check,58.91,3415.01,No
5707-3887,Male,1,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,89.91,6430.88,No
5708-5824,Female,0,No,No,25,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),60.73,1584.59,No
5709-7821,Female,0,Yes,No,64,Yes,No,DSL,No,Yes,No,No,No,No,Two year,No,Electronic check,51.19,3369.01,No
5710-3462,Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,82.73,6.04,Yes
5711-9454,Male,1,Yes,Yes,27,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),67.95,1857.92,Yes
5712-5171,Male,0,No,No,20,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,70.87,1426.56,No
5713-6947,Female,0,Yes,No,2,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,78.83,152.16,Yes
5714-9614,Female,0,No,No,43,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,68.48,2955.08,No
5715-4884,Male,0,No,No,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,30.77,1221.76,No
5716-2798,Female,0,No,No,27,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),64.44,1700.02,No
5717-7729,Male,0,No,Yes,63,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,64.8,4095.48,No
5718-1059,Male,0,Yes,No,18,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,No,Electronic check,64.67,1001.36,No
5719-5120,Female,0,No,No,60,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),80.02,4763.38,No
5720-9818,Male,0,Yes,No,46,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),98.68,4388.72,No
5721-4729,Female,0,No,No,65,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,73.92,4778.0,No
5722-7156,Male,0,Yes,Yes,0,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,58.59,,No
5723-5727,Female,0,Yes,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,32.75,2291.5,No
5724-2931,Male,0,Yes,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,29.59,,No
5725-3859,Male,0,No,Yes,52,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Bank transfer (automatic),76.52,3921.08,No
5726-5711,Female,0,No,Yes,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,32.45,1760.9,No
5727-1938,Female,0,Yes,Yes,11,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Mailed check,67.13,707.89,No
5728-4733,Male,0,No,Yes,2,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),74.83,163.17,No
5729-4733,Male,0,Yes,No,2,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Electronic check,46.95,3.56,No
5730-8513,Female,0,Yes,No,9,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,66.85,566.55,Yes
5731-2114,Female,0,Yes,No,11,Yes,Yes,DSL,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),53.56,641.66,No
5732-8583,Female,0,No,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,32.39,2282.75,No
5733-4693,Male,0,No,No,14,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.25,242.61,No
5734-6861,Male,0,No,No,58,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),79.19,4501.34,No
5735-6011,Female,0,Yes,No,4,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,86.22,250.69,Yes
5736-3697,Female,0,Yes,No,47,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),59.2,2733.25,No
5737-9375,Female,0,No,No,33,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,No,Electronic check,55.36,1748.89,No
5738-3019,Female,0,Yes,No,39,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),91.48,3509.76,No
5739-1325,Male,0,No,No,57,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,70.23,3956.34,No
5740-7750,Male,0,No,No,15,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Credit card (automatic),84.32,1230.91,No
5741-6592,Male,0,Yes,Yes,0,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,No,Electronic check,94.99,,No
5742-9013,Female,0,Yes,No,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),30.24,403.4,No
5743-5119,Female,0,No,No,58,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,69.09,3946.76,No
5744-1151,Female,0,No,No,43,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,65.47,2707.51,No
5745-1182,Female,0,No,No,67,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,56.36,3775.15,No
5746-4898,Male,0,No,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,30.25,1889.84,No
5747-3245,Female,0,Yes,No,11,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Mailed check,100.03,1121.31,Yes
5748-9298,Male,0,No,No,4,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Mailed check,87.13,226.66,Yes
5749-2066,Female,0,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,29.52,0.0,No
5750-8926,Male,0,No,Yes,13,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),91.22,1378.09,Yes
5751-2950,Female,0,Yes,Yes,34,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),49.72,1746.56,No
5752-2074,Female,0,No,Yes,1,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,64.58,67.56,No
5753-3470,Female,1,Yes,No,63,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,75.1,4799.84,No
5754-2297,Male,0,Yes,No,34,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),62.4,2108.13,No
5755-4611,Male,0,No,Yes,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,29.62,1567.6,No
5756-3973,Male,0,No,No,63,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),63.77,3949.91,No
5757-5760,Male,1,No,No,2,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,80.53,141.05,Yes
5758-5833,Female,0,No,No,31,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),65.52,2041.5,No
5759-1008,Female,0,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),27.31,1318.33,No
5760-2123,Female,0,No,No,72,Yes,No,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,66.61,4780.67,No
5761-2456,Female,0,No,No,59,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,63.32,3600.24,No
5762-2752,Female,0,No,Yes,15,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Mailed check,98.55,1548.38,No
5763-1842,Female,1,No,Yes,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),27.78,570.89,No
5764-3831,Male,1,No,No,58,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),67.19,3768.36,No
5765-5946,Female,1,No,No,47,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),61.73,2848.39,No
5766-3779,Female,0,Yes,No,18,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,71.59,1162.0,No
5767-3961,Female,0,No,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,28.22,1119.76,No
5768-5225,Male,0,Yes,Yes,67,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),84.16,5753.45,No
5769-5935,Male,0,Yes,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,27.9,431.52,No
5770-3978,Male,0,No,No,24,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),65.08,1558.61,Yes
5771-2996,Female,0,No,No,65,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),92.84,6092.41,No
5772-4684,Female,0,No,No,49,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Mailed check,85.7,4264.73,No
5773-1218,Female,1,Yes,Yes,16,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,55.89,1014.45,No
5774-5432,Male,1,Yes,Yes,20,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,88.89,1878.6,No
5775-9471,Female,0,No,Yes,61,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Mailed check,86.77,5336.77,No
5776-4581,Female,0,No,No,20,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,75.54,1509.64,No
5777-1974,Female,0,No,No,51,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),58.26,2932.46,No
5778-7363,Female,0,No,Yes,36,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),90.88,3335.24,No
5779-2141,Female,0,No,No,16,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),87.44,1353.87,Yes
5780-2742,Male,0,No,No,26,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Bank transfer (automatic),98.76,2583.06,No
5781-2318,Male,0,Yes,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.58,1304.65,No
5782-8952,Female,0,No,No,58,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,92.77,5263.34,No
5783-9830,Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Electronic check,108.01,128.3,Yes
5784-6126,Male,0,Yes,Yes,66,Yes,No,DSL,No,No,No,No,No,Yes,Two year,No,Electronic check,68.42,4588.52,No
5785-6558,Male,0,No,No,17,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Mailed check,87.5,1407.01,No
5786-6808,Male,0,No,No,47,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,61.43,2826.05,No
5787-6491,Male,0,Yes,Yes,20,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,67.61,1382.7,No
5788-5896,Female,0,Yes,Yes,19,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Bank transfer (automatic),84.56,1575.24,No
5789-9879,Female,0,No,No,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,31.68,2041.56,No
5790-7597,Female,0,No,No,51,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Mailed check,64.5,3313.44,No
5791-1795,Female,0,No,No,66,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,78.78,5326.19,No
5792-4527,Female,0,Yes,No,1,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,54.11,143.24,Yes
5793-9769,Female,1,No,No,19,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Two year,No,Credit card (automatic),63.74,1298.64,Yes
5794-4632,Male,0,Yes,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),83.95,335.7,No
5795-2835,Male,0,Yes,Yes,34,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,47.12,1635.23,No
5796-8815,Male,1,Yes,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,27.11,969.71,No
5797-6607,Female,0,No,No,71,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),63.74,4597.49,No
5798-6062,Female,0,Yes,Yes,16,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Mailed check,80.1,1123.59,No
5799-4780,Male,1,Yes,No,48,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,No,Credit card (automatic),78.12,3789.35,No
5800-2119,Male,0,Yes,No,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,58.88,4360.6,No
5801-4455,Male,0,No,No,5,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),96.08,512.15,No
5802-4936,Male,0,Yes,No,32,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,90.48,2833.66,Yes
5803-9380,Female,0,Yes,No,28,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Mailed check,49.56,1459.97,No
5804-3765,Male,0,No,Yes,1,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Electronic check,56.25,0.0,No
5805-2342,Female,0,No,Yes,30,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,62.89,1899.64,No
5806-4847,Female,0,No,No,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,35.42,681.42,No
5807-9972,Male,0,Yes,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,28.01,782.84,No
5808-5339,Female,1,No,No,15,Yes,No,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Mailed check,69.71,1137.96,No
5809-4411,Female,0,No,No,37,Yes,No,DSL,Yes,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),62.65,2324.8,No
5810-7001,Female,0,No,No,29,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),64.69,1914.87,No
5811-6838,Female,1,No,Yes,53,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),75.95,3908.06,No
5812-3693,Female,0,Yes,Yes,25,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),59.9,1487.28,No
5813-9710,Female,0,Yes,Yes,50,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,No,Electronic check,50.79,2447.3,No
5814-6335,Female,0,Yes,No,38,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),93.26,3720.66,Yes
5815-1518,Male,0,Yes,No,25,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),91.97,2259.65,No
5816-4667,Female,0,No,No,60,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Electronic check,92.58,5489.01,No
5817-9304,Male,0,Yes,No,53,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),85.75,4528.9,No
5818-4539,Female,1,No,No,38,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Two year,No,Electronic check,52.12,2067.55,No
5819-6109,Male,0,No,Yes,38,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),61.31,2315.78,Yes
5820-6513,Female,0,No,No,55,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),86.71,4737.43,No
5821-7338,Female,0,Yes,No,56,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,No,Electronic check,91.58,5126.5,No
5822-8849,Female,1,No,Yes,51,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),64.65,3339.27,No
5823-2342,Male,0,Yes,No,8,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),78.67,545.86,No
5824-5650,Male,0,Yes,Yes,16,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,71.52,1214.93,No
5825-5799,Male,0,Yes,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),30.43,942.88,No
5826-2371,Male,0,Yes,No,41,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Mailed check,69.25,2925.25,No
5827-7060,Male,1,No,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,26.33,692.66,No
5828-2063,Female,0,Yes,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,26.59,1592.96,No
5829-5105,Female,0,No,No,25,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,75.1,1941.35,No
5830-3971,Male,0,Yes,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,33.89,1425.24,No
5831-2394,Male,0,No,No,50,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,72.6,3749.34,No
5832-8400,Female,0,Yes,No,27,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,64.18,1678.2,No
5833-3196,Male,0,No,No,40,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Mailed check,73.2,2925.82,No
5834-3296,Male,0,Yes,No,53,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),87.14,4598.64,No
5835-8688,Female,0,No,No,28,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.25,600.99,No
5836-8895,Male,0,No,No,70,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),97.41,6810.06,No
5837-1310,Male,0,No,No,39,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),60.43,2425.46,No
5838-3500,Female,0,Yes,Yes,57,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),79.68,4497.83,No
5839-7379,Male,0,No,Yes,51,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Mailed check,84.79,4196.48,No
5840-8002,Male,1,No,No,59,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,87.59,5146.77,No
