gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,0,Yes,No,70,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,No,Electronic check,64.9,4491.07,0
Male,0,No,Yes,64,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,84.52,5516.49,0
Female,0,Yes,Yes,24,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Electronic check,94.6,2260.06,0
Female,0,No,Yes,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),30.29,415.2,0
Female,0,Yes,No,39,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Mailed check,56.79,2218.79,0
Male,0,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),32.68,2264.61,0
Male,0,No,No,44,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),82.14,3600.31,0
Female,0,Yes,Yes,42,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),76.2,3236.75,0
Male,0,No,Yes,15,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,81.73,1223.83,0
Female,0,No,No,65,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,57.44,3775.37,0
Female,0,Yes,Yes,58,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Mailed check,73.49,4390.82,0
Female,0,No,No,4,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,110.87,399.82,1
Male,0,Yes,Yes,19,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,50.87,964.06,0
Female,0,No,No,64,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,105.72,6781.29,0
Female,0,No,Yes,51,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,No,Electronic check,103.06,5300.48,1
Male,0,Yes,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,27.43,865.37,0
Female,1,Yes,No,38,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),84.12,3171.79,0
Male,0,Yes,Yes,9,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,72.19,539.87,0
Male,0,No,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,27.56,1713.67,0
Female,0,Yes,No,46,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,No,Electronic check,68.24,3137.42,0
Male,0,Yes,No,37,Yes,No,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),72.48,2807.25,0
Male,0,No,No,44,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,104.43,4593.07,0
Female,0,No,Yes,42,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,51.38,2156.67,0
Female,0,No,No,31,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),68.77,2116.45,0
Female,1,No,Yes,13,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),86.69,975.37,0
Female,0,Yes,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),28.86,991.14,0
Female,0,No,No,58,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),91.11,5237.04,0
Female,0,No,Yes,3,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Electronic check,87.68,66.55,0
Male,1,Yes,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),32.35,948.71,0
Female,0,No,No,59,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,70.09,4119.56,0
Female,0,No,Yes,42,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Electronic check,63.88,2511.57,0
Female,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,88.93,35.68,1
Male,0,Yes,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),29.98,1891.85,0
Female,0,Yes,No,3,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),84.45,206.81,0
Female,0,No,No,34,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Electronic check,102.44,3433.86,1
Female,0,Yes,No,8,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,80.72,603.18,0
Female,0,No,No,20,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),73.56,1544.12,0
Female,0,Yes,No,28,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),75.59,2236.19,0
Male,0,No,No,19,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Electronic check,77.61,1555.52,0
Male,0,No,No,63,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,88.66,5622.62,0
Female,1,Yes,No,41,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),81.25,3443.32,0
Female,1,Yes,Yes,26,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),97.62,2468.91,1
Female,0,No,No,21,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,88.56,1939.86,0
Female,0,Yes,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,33.2,1271.98,0
Female,0,Yes,No,24,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),105.48,2358.55,0
Male,1,No,Yes,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,26.53,1584.79,0
Female,0,No,No,17,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),57.04,1132.44,0
Female,0,No,Yes,50,Yes,No,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,52.48,2672.01,0
Female,0,No,No,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),27.71,1004.7,0
Male,0,No,No,19,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,95.32,1813.6,1
Male,0,No,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,27.64,907.66,0
Female,0,Yes,No,8,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),83.58,667.82,0
Female,0,No,No,38,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,82.09,3129.73,1
Male,0,No,No,52,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,103.13,5314.69,0
Male,1,No,No,43,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,No,Mailed check,83.27,3590.15,0
Male,0,No,Yes,1,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Mailed check,102.37,123.71,1
Male,0,Yes,Yes,42,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),89.26,3779.88,0
Male,0,No,Yes,1,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Mailed check,86.13,243.06,0
Female,0,No,Yes,26,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),89.16,2392.32,0
Male,0,Yes,No,46,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Mailed check,86.08,3955.32,0
Female,0,Yes,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),36.11,2354.95,0
Female,1,No,No,71,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Two year,No,Credit card (automatic),66.38,4819.3,0
Female,1,Yes,No,37,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),71.23,2626.83,0
Female,0,No,No,15,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),61.52,820.61,0
Female,0,No,No,60,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Credit card (automatic),87.19,5192.24,0
Female,0,No,Yes,25,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),61.48,1574.95,1
Female,0,No,No,40,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),73.32,2878.25,0
Male,0,Yes,No,14,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),78.38,1090.05,0
Male,1,Yes,No,27,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,59.56,1635.56,0
Female,0,No,Yes,35,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),91.07,3185.69,0
Male,0,Yes,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),32.44,1586.43,0
Female,1,No,No,65,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),45.94,2982.73,0
Male,1,Yes,No,12,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),51.35,600.66,0
Male,0,Yes,No,40,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),55.76,2168.85,0
Male,0,No,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,27.39,1932.12,0
Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),89.22,67.72,1
Male,0,No,No,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,28.29,1110.96,0
Female,0,Yes,No,56,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),56.02,3103.21,1
Male,0,No,No,7,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,69.57,412.48,0
Male,0,No,No,48,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Electronic check,109.55,5268.33,0
Female,0,No,Yes,30,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),86.66,2534.17,0
Female,0,Yes,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,31.42,1300.54,0
Female,0,Yes,No,52,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),59.05,3019.82,0
Male,0,No,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,31.02,164.73,0
Male,0,No,No,4,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),96.74,332.45,0
Male,0,Yes,No,23,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Electronic check,63.61,1439.72,0
Male,1,Yes,No,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),29.64,546.61,0
Male,0,No,No,21,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),89.73,1985.43,0
Male,0,No,Yes,67,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),89.05,5986.29,0
Female,0,No,Yes,50,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),100.99,5039.64,0
Male,1,No,No,26,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),67.56,1780.27,0
Female,0,No,Yes,44,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,48.36,2129.96,0
Male,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),27.18,332.22,0
Male,1,No,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,22.85,237.12,0
Female,0,Yes,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,33.96,220.24,0
Male,0,No,Yes,31,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),84.56,2539.29,1
Female,0,No,No,45,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Mailed check,61.85,2775.14,0
Male,1,No,No,37,Yes,No,DSL,No,No,Yes,No,No,No,One year,No,Electronic check,57.64,2092.94,0
Female,0,Yes,No,40,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,108.37,4418.32,1
Female,0,No,No,11,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Electronic check,85.86,957.37,0
Male,0,No,Yes,47,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Credit card (automatic),67.03,3290.26,0
Female,0,Yes,No,40,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,85.58,3462.49,1
Male,0,No,No,69,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,62.09,4419.29,0
Female,0,Yes,No,18,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Electronic check,103.23,1980.96,0
Female,0,Yes,No,4,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,108.76,394.93,1
Female,0,Yes,No,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),32.25,1152.9,0
Female,0,No,No,14,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),103.25,1505.06,1
Female,1,Yes,No,12,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Mailed check,87.7,910.81,1
Male,0,No,No,17,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,100.49,1623.46,0
Male,0,No,No,49,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,58.21,2796.02,0
Male,0,No,No,31,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,63.99,1931.34,0
Female,0,No,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,33.29,2101.49,0
Male,0,No,Yes,8,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,60.27,492.64,1
Male,0,Yes,Yes,68,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,84.44,5702.6,0
Male,0,Yes,No,29,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,74.7,2058.78,0
Male,0,Yes,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,29.61,1159.58,0
Female,0,No,No,59,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),97.44,5586.01,0
Female,0,Yes,Yes,35,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,109.72,3746.66,0
Male,0,No,Yes,11,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Mailed check,91.74,993.87,0
Male,0,No,No,17,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),62.28,903.1,0
Male,0,No,No,66,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,93.87,6181.25,0
Male,0,Yes,No,5,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),75.82,312.68,1
Male,0,Yes,No,66,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),77.51,5187.18,0
Female,0,Yes,No,49,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,No,Credit card (automatic),69.82,3315.53,0
Female,0,No,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),28.67,1101.32,0
Female,1,No,No,23,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),54.45,1303.53,1
Male,0,No,No,62,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),51.9,3269.7,0
Male,0,No,Yes,2,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),85.11,195.41,1
Female,0,No,No,51,No,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,52.84,2769.84,0
Male,0,Yes,Yes,15,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),36.61,553.59,0
Male,0,Yes,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,22.93,525.28,0
Male,1,Yes,No,4,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),69.22,412.48,0
Male,0,Yes,No,41,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),89.75,3732.7,0
Male,0,Yes,No,10,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,96.78,982.94,1
Male,0,No,No,8,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,58.65,487.64,0
Female,0,Yes,Yes,24,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Electronic check,65.19,1558.89,0
Female,1,Yes,No,36,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,Yes,Electronic check,85.11,3079.42,0
Male,1,Yes,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,32.16,2291.03,0
Female,0,Yes,No,60,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),64.95,3817.01,0
Male,1,Yes,Yes,29,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,60.97,1820.91,0
Male,0,Yes,No,42,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,75.04,3105.83,0
Male,0,Yes,No,56,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Credit card (automatic),100.38,5474.67,0
Female,0,No,No,27,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,98.85,2507.38,0
Male,0,Yes,No,56,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,81.08,4440.77,0
Female,0,Yes,No,48,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),68.58,3218.4,0
Male,0,No,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),33.09,1564.65,0
Male,0,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),30.7,2199.05,0
Male,0,No,Yes,27,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.0,2411.66,0
Male,0,Yes,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),28.66,201.42,0
Female,1,No,Yes,39,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,79.44,3207.47,0
Female,0,No,No,24,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),57.12,1443.5,1
Male,0,No,No,4,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,69.35,348.37,0
Female,0,Yes,No,11,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),88.84,1137.33,0
Female,0,Yes,No,38,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.25,692.07,0
Male,0,Yes,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),31.37,2183.11,0
Male,0,No,Yes,24,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,79.94,1957.32,0
Male,0,Yes,Yes,39,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),82.56,3309.28,0
Male,0,No,Yes,12,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),68.96,753.57,0
Female,0,Yes,No,9,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,94.5,889.85,1
Male,0,No,No,57,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),85.61,4798.26,0
Male,0,Yes,No,44,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,65.84,3046.71,0
Female,0,Yes,Yes,13,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),91.17,1196.6,1
Female,0,No,Yes,36,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),101.38,3667.48,0
Male,0,No,Yes,42,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,56.96,2327.44,0
Male,1,Yes,No,4,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Mailed check,72.15,227.08,0
Female,0,Yes,No,21,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,76.23,1576.29,0
Female,0,No,Yes,63,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.25,1238.06,0
Female,0,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,27.45,869.08,0
Female,0,No,Yes,51,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,No,Electronic check,73.08,3668.89,0
Female,0,No,No,44,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),69.68,3095.9,0
Male,0,No,No,0,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,82.99,0.0,0
Male,0,No,No,69,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),66.36,4728.63,0
Female,1,Yes,Yes,70,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),74.18,5109.17,0
Female,0,No,Yes,48,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Credit card (automatic),73.63,3566.63,0
Female,0,No,Yes,11,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),57.24,754.76,0
Male,1,Yes,No,61,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),18.25,1011.28,0
Male,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,28.79,0.0,0
Female,0,Yes,No,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,26.22,1044.9,0
Female,0,Yes,No,31,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,74.7,2247.28,0
Male,0,No,Yes,50,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Mailed check,95.62,4699.85,0
Male,0,No,No,10,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,68.28,758.66,0
Male,0,Yes,No,63,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Mailed check,99.84,6325.28,1
Female,0,No,No,41,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),62.22,2502.75,0
Male,0,Yes,No,19,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,85.93,1805.68,1
Male,0,No,Yes,22,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,40.81,727.37,0
Male,1,Yes,No,50,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),60.06,2881.41,0
Female,0,No,Yes,13,No,No phone service,DSL,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),53.11,769.64,0
Male,0,Yes,Yes,21,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,62.18,1187.71,0
Female,1,Yes,Yes,71,Yes,No,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Electronic check,60.5,4264.82,0
Male,1,No,Yes,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),29.19,1952.19,0
Male,0,Yes,Yes,24,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,61.28,1342.17,0
Male,0,Yes,No,40,Yes,No,DSL,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),56.24,2292.94,0
Male,0,Yes,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,30.55,946.53,0
Female,0,No,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),33.26,477.7,0
Male,0,Yes,Yes,21,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),112.13,2592.23,1
